Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age
Bachelor,Divorced,63.693,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,43
Bachelor,Married,80.763,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,71
PhD,Married,65.352,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,47
PhD,Married,82.17,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,43
Bachelor,Married,75.759,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,52
Master,Single,79.689,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,45
PhD,Widow,35.34,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,65
Bachelor,Divorced,85.683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,67
Master,Married,24.884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,49
Master,Together,42.021,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,40
Bachelor,Single,64.449,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,32
Bachelor,Divorced,64.587,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,67
Bachelor,Single,34.824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,26
Bachelor,Together,75.437,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,43
Bachelor,Together,26.091,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,64
Bachelor,Married,52.845,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,48
Bachelor,Divorced,46.086,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,65
PhD,Widow,78.028,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,65
PhD,Single,95.169,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,34
Master,Married,56.337,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,40
Bachelor,Together,22.434,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,34
PhD,Married,36.93,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,67
Bachelor,Single,36.13,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,67
Master,Married,65.569,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,68
Bachelor,Together,83.844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,69
Bachelor,Married,19.514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,53
PhD,Single,36.736,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,58
Bachelor,Together,77.568,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,42
PhD,Together,49.187,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,45
Bachelor,Single,30.168,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,43
Master,Together,34.053,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,53
Master,Married,38.196,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,50
Master,Married,59.412,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,70
Master,Married,70.924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,56
Bachelor,Together,54.165,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,52
Bachelor,Married,32.3,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,48
Bachelor,Single,20.18,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,45
Bachelor,Married,34.961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,48
PhD,Together,28.44,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,47
PhD,Together,64.504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,68
Master,Together,33.564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,55
Bachelor,Married,17.345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,43
PhD,Married,56.32,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,54
Bachelor,Single,28.647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,43
Basic,Single,15.038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,34
PhD,Divorced,32.173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,63
Master,Together,68.316,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,57
Bachelor,Together,74.538,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,50
Bachelor,Single,91.7,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,50
Bachelor,Together,68.695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,52
Master,Married,31.056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,44
Bachelor,Married,79.593,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,48
Bachelor,Single,28.071,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,41
PhD,Together,37.334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,63
Master,Single,46.423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,49
PhD,Married,37.126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,50
Bachelor,Married,47.703,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,68
Bachelor,Married,61.18,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,62
Bachelor,Married,38.998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,67
Bachelor,Single,8.028,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,30
Bachelor,Together,76.081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,59
Bachelor,Together,34.728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,35
Master,Single,33.168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,56
Master,Married,33.585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,55
PhD,Married,77.037,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,61
Bachelor,Together,35.196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,37
Bachelor,Married,44.529,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,55
Master,Married,70.924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,56
PhD,Together,28.764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,55
PhD,Married,69.098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,72
Master,Divorced,25.959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,51
Master,Married,27.1,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,38
Bachelor,Single,70.596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,36
Bachelor,Married,42.557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,47
PhD,Married,53.312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,70
Bachelor,Single,72.228,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,69
Bachelor,Together,67.605,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,34
Master,Married,62.845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,72
Bachelor,Together,65.196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,63
PhD,Single,42.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,34
PhD,Divorced,35.86,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,48
PhD,Married,65.526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,57
Bachelor,Married,16.86,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,60
Bachelor,Single,83.528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,29
Master,Divorced,64.176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,56
Bachelor,Divorced,22.304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,65
Bachelor,Married,67.023,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,43
PhD,Together,32.892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,50
Bachelor,Together,70.713,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,55
Bachelor,Together,59.925,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,66
Bachelor,Married,39.722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,68
Bachelor,Together,46.61,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,63
Bachelor,Together,88.347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,60
PhD,Married,87.171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,40
Master,Together,26.907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,45
Master,Single,50.014,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,53
PhD,Married,41.014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,43
Bachelor,Single,66.294,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,56
Bachelor,Married,36.715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,50
Bachelor,Married,79.456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,65
Bachelor,Together,40.479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,39
Master,Single,75.345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,51
Bachelor,Married,54.233,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,44
Bachelor,Single,24.163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,51
PhD,Together,84.46,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,63
Bachelor,Together,43.776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,38
PhD,Single,71.691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,63
PhD,Married,85.844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,48
PhD,Single,39.19,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,47
Bachelor,Together,71.367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,62
PhD,Single,38.578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,49
PhD,Married,57.236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,56
Bachelor,Single,61.825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,42
Bachelor,Divorced,79.803,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,63
Master,Single,80.91,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,35
Master,Together,27.59,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,39
Bachelor,Married,56.775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,42
Bachelor,Divorced,83.829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,46
Master,Married,54.21,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,42
Bachelor,Married,38.508,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,35
Bachelor,Together,53.187,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,51
Bachelor,Married,30.023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,49
PhD,Single,76.045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,61
PhD,Married,50.87,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,69
Master,Married,15.315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,51
Master,Married,65.463,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,47
Bachelor,Married,66.48,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,56
Bachelor,Divorced,76.773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,67
Master,Single,81.698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,38
PhD,Single,54.466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,48
Master,Single,98.777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,61
PhD,Single,16.269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,37
Bachelor,Together,71.819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,50
PhD,Married,33.569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,38
Master,Married,36.262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,38
Basic,Together,22.634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,55
Master,Married,47.025,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,43
Bachelor,Single,70.566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,53
PhD,Married,31.605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,42
Master,Divorced,52.034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,48
Bachelor,Single,48.526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,42
Bachelor,Married,46.734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,67
Bachelor,Divorced,39.552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,59
Bachelor,Single,86.358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,55
Bachelor,Together,46.931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,44
Basic,Single,16.581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,36
Master,Divorced,63.998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,69
Master,Married,67.381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,70
Bachelor,Single,25.93,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,54
Bachelor,Married,42.693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,43
Bachelor,Together,85.606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,45
Bachelor,Single,72.903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,36
Master,Together,49.669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,47
PhD,Married,36.778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,53
PhD,Divorced,85.696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,59
Master,Divorced,10.979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,32
Bachelor,Married,49.678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,60
Master,Together,56.129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,68
Bachelor,Married,37.155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,32
Master,Divorced,21.282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,43
PhD,Single,33.419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,59
Bachelor,Widow,63.285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,76
Master,Together,21.255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,47
Bachelor,Together,42.162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,40
Bachelor,Together,54.45,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65
PhD,Married,57.744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,67
Bachelor,Single,26.576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,35
PhD,Widow,57.513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,78
Bachelor,Together,68.142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,57
Bachelor,Married,7.5,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,42
Bachelor,Together,83.145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,47
Master,Married,54.197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,61
PhD,Single,23.091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,58
Bachelor,Married,46.049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,45
Bachelor,Together,56.715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,47
Bachelor,Married,79.41,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,60
Bachelor,Married,57.304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,70
Bachelor,Married,44.375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,56
Bachelor,Together,54.45,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65
Bachelor,Married,59.594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,56
Bachelor,Together,80.685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,27
PhD,Married,40.344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,47
Bachelor,Married,62.71,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,49
Master,Married,48.985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,53
Bachelor,Together,35.322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,53
Bachelor,Married,77.142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,73
Bachelor,Single,81.657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,52
Basic,Married,14.421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,25
Master,Married,20.13,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,47
PhD,Married,74.214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,31
Master,Married,66.726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,64
Basic,Together,23.724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,42
Master,Married,47.353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,61
Master,Married,33.444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,69
Bachelor,Married,54.386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,40
Bachelor,Divorced,28.51,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,40
Master,Single,90.638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,30
Bachelor,Together,48.07,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,71
Bachelor,Married,43.14,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,64
PhD,Divorced,54.959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,60
Basic,Single,15.056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,63
Bachelor,Single,26.954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50
Bachelor,Single,22.327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,36
Bachelor,Married,44.393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,56
PhD,Single,62.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,69
PhD,Together,31.497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,59
Master,Married,45.894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,47
Master,Divorced,78.579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,51
Master,Widow,67.369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,52
Bachelor,Divorced,58.401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,61
Bachelor,Single,62.307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,69
Master,Married,43.641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,52
Master,Divorced,63.841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,53
Master,Married,46.891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,56
Master,Married,70.091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,52
PhD,Married,78.075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,49
Master,Widow,59.184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,60
Bachelor,Married,54.809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,44
Bachelor,Married,58.113,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,62
Master,Married,51.412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,63
Bachelor,Divorced,15.287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,42
Master,Together,66.636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,64
Master,Married,50.965,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,65
PhD,Married,84.618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,56
Bachelor,Married,18.351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,31
PhD,Together,40.451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,64
Bachelor,Together,36.317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,56
Bachelor,Together,42.213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,64
Bachelor,Together,65.748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,66
Bachelor,Together,77.044,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,49
Bachelor,Together,74.918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,52
Bachelor,Married,56.721,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,49
Bachelor,Single,42.16,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,46
Bachelor,Single,61.559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,56
PhD,Together,33.629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,58
PhD,Together,68.682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,30
Bachelor,Single,34.377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,58
Basic,Single,8.94,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,35
Bachelor,Married,26.228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,48
Master,Divorced,77.297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,64
Bachelor,Married,40.211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,40
PhD,Widow,33.438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,63
PhD,Married,75.032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,62
PhD,Single,61.284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,66
Bachelor,Married,22.518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,35
Master,Married,54.73,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,46
